V1,V2,V3
Lesch-Nyhan Syndrome (LNS),"Adenine; Adenosine monophosphate; Adenosine; Ammonia; Cyclic AMP; Deoxyinosine; Deoxyguanosine; Deoxyadenosine; Glycine; Guanine; Guanosine; Fumaric acid; L-Glutamic acid; Hypoxanthine; Inosinic acid; Inosine triphosphate; L-Aspartic acid; Inosine; NADP; NADPH; Pyrophosphate; Phosphoribosyl pyrophosphate; Uric acid; Xanthine; Xanthosine; Calcium; Adenylsuccinic acid; Adenosine triphosphate; Magnesium; Potassium; L-Glutamine; SAICAR; NAD; Deoxyadenosine monophosphate; dGDP; 10-Formyltetrahydrofolate; Phosphoribosylformylglycineamidine; 2'-Deoxyguanosine 5'-monophosphate; 5-Phosphoribosylamine; Adenosine diphosphate ribose; Guanosine diphosphate; 5-Aminoimidazole ribonucleotide; FAD; Guanosine triphosphate; Zinc (II) ion; 5'-Phosphoribosyl-N-formylglycinamide; Diguanosine tetraphosphate; ADP; Deoxyribose 1-phosphate; Oxygen; Guanosine monophosphate; Phosphate; Phosphoribosyl formamidocarboxamide; dGTP; NADH; Ribose 1-phosphate; dADP; AICAR; Deoxyadenosine triphosphate; D-Ribose 5-phosphate; Xanthylic acid; Tetrahydrofolic acid; Carbon dioxide; Glycineamideribotide; Water; Phosphoric acid; Hydrogen peroxide; Heme; 5-Aminoimidazole-4-carboxamide; IDP; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate; Guanosine 2',3'-cyclic phosphate ; Fe3+",http://www.smpdb.ca/view/SMP00364
Leukotriene C4 Synthesis Deficiency,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00353
Levallorphan Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Levallorphan,http://www.smpdb.ca/view/SMP00683
Levobunolol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Levobunolol",http://www.smpdb.ca/view/SMP00666
Levobupivacaine Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Levobupivacaine,http://www.smpdb.ca/view/SMP00397
Levocabastine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Levocabastine; Histamium",http://www.smpdb.ca/view/SMP60224
Levocetirizine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Histamium; Levocetirizine",http://www.smpdb.ca/view/SMP59114
Levomethadyl Acetate Action Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Levomethadyl Acetate,http://www.smpdb.ca/view/SMP00677
Levomethadyl Acetate Metabolism Pathway,NAD; Oxygen; Formaldehyde; NADH; Water; Heme; Levomethadyl Acetate; noracymethadol; dinor-Levomethadyl acetate; nor-Levomethadyl acetate,http://www.smpdb.ca/view/SMP00638
Levorphanol Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Levorphanol,http://www.smpdb.ca/view/SMP00673
Lidocaine (Antiarrhythmic) Action Pathway,"NADP; NADPH; Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; NAD; ADP; Oxygen; Formaldehyde; Phosphate; NADH; Inositol 1,4,5-trisphosphate; Water; Heme; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Lidocaine; Hydrogen Ion; 3-Hydroxylidocaine; Monoethylglycinexylidide; 2,6-Dimethylaniline; 3-Hydroxymonoethylglycinexylidide; Glycinexylidide; 2-Amino-3-methylbenzoate; 4-Hydroxy-2,6-dimethylaniline",http://www.smpdb.ca/view/SMP00328
Lidocaine (Local Anaesthetic) Action Pathway,"Dopamine; Norepinephrine; NADP; NADPH; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; NAD; ADP; Oxygen; Formaldehyde; Phosphate; NADH; Water; Heme; Lidocaine; Hydrogen Ion; 3-Hydroxylidocaine; Monoethylglycinexylidide; 2,6-Dimethylaniline; 3-Hydroxymonoethylglycinexylidide; Glycinexylidide; 2-Amino-3-methylbenzoate; 4-Hydroxy-2,6-dimethylaniline",http://www.smpdb.ca/view/SMP00398
Lidocaine (Local Anaesthetic) Metabolism Pathway,"NADP; NADPH; NAD; Oxygen; Formaldehyde; NADH; Water; Heme; Lidocaine; Hydrogen Ion; 3-Hydroxylidocaine; Monoethylglycinexylidide; 2,6-Dimethylaniline; 3-Hydroxymonoethylglycinexylidide; Glycinexylidide; 2-Amino-3-methylbenzoate; 4-Hydroxy-2,6-dimethylaniline",http://www.smpdb.ca/view/SMP00620
Lincomycin Action Pathway,Adenosine monophosphate; Cytidine triphosphate; Cytidine monophosphate; L-Alanine; L-Proline; L-Threonine; L-Asparagine; L-Isoleucine; L-Histidine; Pyrophosphate; Uridine triphosphate; Uridine 5'-monophosphate; Adenosine triphosphate; L-Leucine; L-Methionine; L-Valine; Guanosine triphosphate; Guanosine monophosphate; D-Serine; Lincomycin,http://www.smpdb.ca/view/SMP00728
Lisinopril Action Pathway,Aldosterone; Chloride ion; Angiotensin II; Zinc (II) ion; Lisinopril; Vasopressin; Angiotensin I,http://www.smpdb.ca/view/SMP00150
Long chain acyl-CoA dehydrogenase deficiency (LCAD),Adenosine monophosphate; L-Carnitine; Palmitic acid; L-Palmitoylcarnitine; Pyrophosphate; Adenosine triphosphate; Magnesium; NAD; Octanoyl-CoA; Butyryl-CoA; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Palmityl-CoA; Glutaryl-CoA; Coenzyme A; Acetoacetyl-CoA; NADH; Tetradecanoyl-CoA; Carbon dioxide; Crotonoyl-CoA; Water; Lauroyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; 3-Oxohexadecanoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00539
Long-chain-3-hydroxyacyl-coa dehydrogenase deficiency (LCHAD),NADP; Palmitic acid; NADPH; NAD; Octanoyl-CoA; Butyryl-CoA; Acetyl-CoA; Palmityl-CoA; Coenzyme A; NADH; Tetradecanoyl-CoA; Water; Lauroyl-CoA; (2E)-Dodecenoyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; 3-Oxohexadecanoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00544
Loratadine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Loratadine; Histamium",http://www.smpdb.ca/view/SMP60195
Lornoxicam Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Lornoxicam; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00700
Losartan Action Pathway,Aldosterone; Chloride ion; Angiotensin II; Zinc (II) ion; Vasopressin; Losartan; Angiotensin I,http://www.smpdb.ca/view/SMP00162
Lovastatin Action Pathway,"7-Dehydrocholesterol; Cholesterol; Formic acid; NADP; Palmitic acid; NADPH; Mevalonic acid; Pyrophosphate; Squalene; Adenosine triphosphate; Magnesium; Vitamin D3; Farnesyl pyrophosphate; 4,4-Dimethylcholesta-8,14,24-trienol; (S)-5-Diphosphomevalonic acid; Dimethylallylpyrophosphate; Lathosterol; (S)-2,3-Epoxysqualene; Acetyl-CoA; 4a-Methylzymosterol; FAD; Lanosterin; Geranyl-PP; 4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol; ADP; Mevalonic acid-5P; Isopentenyl pyrophosphate; 3-Hydroxy-3-methylglutaryl-CoA; Oxygen; Coenzyme A; Phosphate; Acetoacetyl-CoA; Carbon dioxide; 8-Dehydrocholesterol; Water; Desmosterol; Heme; 7-Dehydrodesmosterol; Zymosterol intermediate 2; 3-Keto-4-methylzymosterol; 24,25-Dihydrolanosterol; 4,4-Dimethyl-5a-cholesta-8-en-3b-ol; 5a-Cholest-8-en-3b-ol; 5a-Cholesta-7,24-dien-3b-ol; 4a-Methylzymosterol-4-carboxylic acid; CE(18:0); Lovastatin; Iron",http://www.smpdb.ca/view/SMP00099
Lumiracoxib Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Lumiracoxib; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00699
Lymecycline Action Pathway,Adenosine monophosphate; Cytidine triphosphate; Cytidine monophosphate; L-Alanine; L-Proline; L-Threonine; L-Asparagine; L-Isoleucine; L-Histidine; Pyrophosphate; Uridine triphosphate; Uridine 5'-monophosphate; Adenosine triphosphate; L-Leucine; L-Methionine; L-Valine; Guanosine triphosphate; Guanosine monophosphate; D-Serine; Lymecycline,http://www.smpdb.ca/view/SMP00295
Lysinuric Protein Intolerance,Aldosterone; Urea; Chloride ion; L-Cysteine; Potassium; Sodium; Hydrogen carbonate; Water,http://www.smpdb.ca/view/SMP00197
Lysinuric protein intolerance (LPI),Aldosterone; Urea; Chloride ion; L-Cysteine; Potassium; Sodium; Hydrogen carbonate; Water,http://www.smpdb.ca/view/SMP00585
Lysosomal Acid Lipase Deficiency (Wolman Disease),"7-Dehydrocholesterol; Cholesterol; Formic acid; NADP; Palmitic acid; NADPH; Mevalonic acid; Pyrophosphate; Squalene; Adenosine triphosphate; Magnesium; Vitamin D3; Farnesyl pyrophosphate; 4,4-Dimethylcholesta-8,14,24-trienol; (S)-5-Diphosphomevalonic acid; Dimethylallylpyrophosphate; Lathosterol; (S)-2,3-Epoxysqualene; Acetyl-CoA; 4a-Methylzymosterol; FAD; Lanosterin; Geranyl-PP; 4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol; ADP; Mevalonic acid-5P; Isopentenyl pyrophosphate; 3-Hydroxy-3-methylglutaryl-CoA; Oxygen; Coenzyme A; Phosphate; Acetoacetyl-CoA; Carbon dioxide; 8-Dehydrocholesterol; Water; Desmosterol; Heme; 7-Dehydrodesmosterol; Zymosterol intermediate 2; 3-Keto-4-methylzymosterol; 24,25-Dihydrolanosterol; 4,4-Dimethyl-5a-cholesta-8-en-3b-ol; 5a-Cholest-8-en-3b-ol; 5a-Cholesta-7,24-dien-3b-ol; 4a-Methylzymosterol-4-carboxylic acid; CE(18:0); Iron",http://www.smpdb.ca/view/SMP00319
Magnesium salicylate Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Magnesium salicylate; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00698
Malonic Aciduria,2-Ketobutyric acid; 2-Hydroxybutyric acid; Biotin; Adenosine monophosphate; Beta-Alanine; L-Glutamic acid; Methylmalonic acid; Oxoglutaric acid; Propionic acid; Pyrophosphate; Adenosine triphosphate; Hydrogen carbonate; Hydroxypropionic acid; L-Valine; NAD; Succinyl-CoA; Malonyl-CoA; Acetyl-CoA; FAD; Propionyl-CoA; Manganese; ADP; Hydrogen; Thiamine pyrophosphate; Coenzyme A; Acetoacetyl-CoA; NADH; Pyridoxal 5'-phosphate; Carbon dioxide; Adenosylcobalamin; Water; Phosphoric acid; Malonyl-CoA semialdehyde; (S)-Methylmalonic acid semialdehyde; R-Methylmalonyl-CoA; Acrylyl-CoA; S-Methylmalonyl-CoA; Pantetheine; Propinol adenylate; 3-Hydroxypropionyl-CoA; Malonic semialdehyde; Hydrogen Ion,http://www.smpdb.ca/view/SMP00198
Malonyl-coa decarboxylase deficiency,2-Ketobutyric acid; 2-Hydroxybutyric acid; Biotin; Adenosine monophosphate; Beta-Alanine; L-Glutamic acid; Methylmalonic acid; Oxoglutaric acid; Propionic acid; Pyrophosphate; Adenosine triphosphate; Hydrogen carbonate; Hydroxypropionic acid; L-Valine; NAD; Succinyl-CoA; Malonyl-CoA; Acetyl-CoA; FAD; Propionyl-CoA; Manganese; ADP; Hydrogen; Thiamine pyrophosphate; Coenzyme A; Acetoacetyl-CoA; NADH; Pyridoxal 5'-phosphate; Carbon dioxide; Adenosylcobalamin; Water; Phosphoric acid; Malonyl-CoA semialdehyde; (S)-Methylmalonic acid semialdehyde; R-Methylmalonyl-CoA; Acrylyl-CoA; S-Methylmalonyl-CoA; Pantetheine; Propinol adenylate; 3-Hydroxypropionyl-CoA; Malonic semialdehyde; Hydrogen Ion,http://www.smpdb.ca/view/SMP00502
Maple Syrup Urine Disease,Alpha-ketoisovaleric acid; (S)-3-Hydroxyisobutyric acid; Biotin; Acetoacetic acid; L-Glutamic acid; L-Isoleucine; Methylmalonic acid; Oxoglutaric acid; Succinic acid; 3-Methyl-2-oxovaleric acid; Adenosine triphosphate; Hydrogen carbonate; L-Leucine; Ketoleucine; L-Valine; NAD; Lipoamide; Dihydrolipoamide; Methacrylyl-CoA; Succinyl-CoA; 2-Methylbutyryl-CoA; (S)-3-Hydroxyisobutyryl-CoA; 3-Methylglutaconyl-CoA; Isovaleryl-CoA; 2-Methylacetoacetyl-CoA; Acetyl-CoA; Isobutyryl-CoA; FAD; Propionyl-CoA; ADP; 2-Methyl-3-hydroxybutyryl-CoA; Thiamine pyrophosphate; 3-Hydroxy-3-methylglutaryl-CoA; Oxygen; Coenzyme A; Phosphate; Acetoacetyl-CoA; NADH; Pyridoxal 5'-phosphate; 3-Methylcrotonyl-CoA; Pyridoxal; Carbon dioxide; Tiglyl-CoA; Adenosylcobalamin; Water; (S)-b-aminoisobutyric acid; Molybdopterin; (S)-Methylmalonic acid semialdehyde; R-Methylmalonyl-CoA; S-Methylmalonyl-CoA; Hydrogen peroxide; 3-Methyl-1-hydroxybutyl-ThPP; 2-Methyl-1-hydroxypropyl-ThPP; S-(3-Methylbutanoyl)-dihydrolipoamide-E; S-(2-Methylpropionyl)-dihydrolipoamide-E; S-(2-Methylbutanoyl)-dihydrolipoamide; 3-Hydroxyisovaleryl-CoA; Lipoyl-GMP; Hydrogen Ion,http://www.smpdb.ca/view/SMP00199
Mebhydrolin H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Histamium; Mebhydrolin",http://www.smpdb.ca/view/SMP61052
Meclizine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Meclizine; Histamium",http://www.smpdb.ca/view/SMP58956
Medium chain acyl-coa dehydrogenase deficiency (MCAD),Adenosine monophosphate; L-Carnitine; Palmitic acid; L-Palmitoylcarnitine; Pyrophosphate; Adenosine triphosphate; Magnesium; NAD; Octanoyl-CoA; Butyryl-CoA; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Palmityl-CoA; Glutaryl-CoA; Coenzyme A; Acetoacetyl-CoA; NADH; Tetradecanoyl-CoA; Carbon dioxide; Crotonoyl-CoA; Water; Lauroyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; 3-Oxohexadecanoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00542
Mefenamic Acid Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Mefenamic acid; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00109
Meloxicam Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Meloxicam; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00106
Mepivacaine Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Mepivacaine,http://www.smpdb.ca/view/SMP00399
Mepyramine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Mepyramine; Histamium",http://www.smpdb.ca/view/SMP57583
Mequitazine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Mequitazine; Histamium",http://www.smpdb.ca/view/SMP59720
