OMIM,label
231100,"HEMOCHROMATOSIS, NEONATAL"
191440,"ULNAR HYPOPLASIA"
604525,"HISTAMINE RECEPTOR H3"
245800,"LAURENCE-MOON SYNDROME"
120140,"COLLAGEN, TYPE II, ALPHA-1"
235900,"HISTIOCYTOSIS, FAMILIAL LIPOCHROME"
152445,"LORICRIN"
212800,"CEPHALIN LIPIDOSIS"
247400,"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I"
601814,"FXYD DOMAIN-CONTAINING ION TRANSPORT REGULATOR 2"
601815,"PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY"
162340,"NEUROMEDIN B"
162341,"NEUROMEDIN B RECEPTOR"
609461,"TRIBBLES, DROSOPHILA, HOMOLOG OF, 1"
609460,"GOLDBERG-SHPRINTZEN SYNDROME"
609463,"MKL/MYOCARDIN-LIKE 2"
609462,"TRIBBLES, DROSOPHILA, HOMOLOG OF, 2"
609465,"AL-GAZALI SYNDROME"
609464,"BLAU SYNDROME"
609467,"CHEMOKINE, CC MOTIF, LIGAND 3-LIKE 2"
609466,"CLEFT PALATE, MIDFACIAL HYPOPLASIA, TRIANGULAR FACIES, AND SENSORINEURAL HEARING LOSS"
609469,"NEPHROPATHY, PROGRESSIVE, WITH DEAFNESS"
609468,"CHEMOKINE, CC MOTIF, LIGAND 3-LIKE 3"
125460,"DEOXYRIBOSE-5-PHOSPHATE ALDOLASE DEFICIENCY"
190310,"TREMOR, NYSTAGMUS, AND DUODENAL ULCER"
190315,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, CITRATE TRANSPORTER), MEMBER 1"
616413,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6"
616414,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
616415,"FAMILIAL ADENOMATOUS POLYPOSIS 3"
164690,"V-ABL ABELSON MURINE LEUKEMIA VIRAL ONCOGENE HOMOLOG 2"
608655,"GAP JUNCTION PROTEIN, GAMMA-1"
237500,"DUBIN-JOHNSON SYNDROME"
612789,"DEAFNESS, AUTOSOMAL RECESSIVE 71"
614375,"AORTIC ANEURYSM, FAMILIAL ABDOMINAL, 4"
109580,"B-CELL TRANSLOCATION GENE 1"
608651,"ARF GTPase-ACTIVATING PROTEIN WITH GTPase DOMAIN, ANKYRIN REPEAT, AND PLECKSTRIN HOMOLOGY DOMAIN 1"
608650,"UNC51-LIKE KINASE 2"
614371,"DENGUE VIRUS, SUSCEPTIBILITY TO"
614370,"SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 5"
608338,"OTU DOMAIN-CONTAINING UBIQUITIN ALDEHYDE-BINDING PROTEIN 2"
608339,"SYNTAXIN-BINDING PROTEIN 3"
608336,"TRANSMEMBRANE DOMAIN PROTEIN REGULATED IN ADIPOCYTES, 40-KD"
608337,"OTU DOMAIN-CONTAINING UBIQUITIN ALDEHYDE-BINDING PROTEIN 1"
608334,"DOCKING PROTEIN 5"
608335,"PLECKSTRIN HOMOLOGY DOMAIN-CONTAINING PROTEIN, FAMILY O, MEMBER 1"
608332,"SOLUTE CARRIER FAMILY 36 (PROTON/AMINO ACID SYMPORTER), MEMBER 3"
608333,"DOCKING PROTEIN 4"
608330,"PRECURSOR mRNA-PROCESSING FACTOR 19, S. CEREVISIAE, HOMOLOG OF"
608331,"SOLUTE CARRIER FAMILY 36 (PROTON/AMINO ACID SYMPORTER), MEMBER 2"
608659,"SENTRIN-SPECIFIC PROTEASE FAMILY, MEMBER 8"
608658,"PROSTATE CANCER, HEREDITARY, 4"
612786,"CYCLIN Y"
612787,"PSEUDOURIDYLATE SYNTHASE 10"
164035,"NUCLEOLIN"
169000,"PATELLA, FAMILIAL RECURRENT DISLOCATION OF"
164031,"NUCLEOLAR PROTEIN 1"
258920,"OROTIC ACIDURIA"
192200,"VARICOSE VEINS"
267000,"PERLMAN SYNDROME"
150100,"LACTATE DEHYDROGENASE B"
127750,"DEMENTIA, LEWY BODY"
165635,"GYRATE ATROPHY OF CHOROID AND RETINA"
148050,"KBG SYNDROME"
165630,"SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME"
148059,"KERATIN 7, TYPE II"
104250,"ALPHA-2C-ADRENERGIC RECEPTOR"
262890,"SCOTT SYNDROME"
153456,"LYSYL OXIDASE-LIKE 1"
153454,"PROCOLLAGEN-LYSINE, 2-OXOGLUTARATE 5-DIOXYGENASE"
153455,"LYSYL OXIDASE"
309400,"MENKES DISEASE"
153450,"LYSOZYME"
141860,"HEMOGLOBIN--ALPHA LOCUS 3"
304600,"DEAFNESS, X-LINKED 1"
600652,"DEAFNESS, AUTOSOMAL DOMINANT 4A"
138990,"GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL DOMINANT TYPE"
274600,"PENDRED SYNDROME"
191160,"TUMOR NECROSIS FACTOR"
191161,"TUMOR NECROSIS FACTOR-ALPHA-INDUCED PROTEIN 1"
616939,"CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION"
191163,"TUMOR NECROSIS FACTOR-ALPHA-INDUCED PROTEIN 3"
191164,"EPHRIN A1"
616933,"FORTY-TWO-THREE DOMAIN-CONTAINING PROTEIN 1"
616932,"FUCOSYLTRANSFERASE 11"
616931,"FUCOSYLTRANSFERASE 10"
616930,"TRANSCRIPTION TERMINATION FACTOR 3, MITOCHONDRIAL"
616937,"THROMBOCYTOPENIA 6"
616936,"CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 9"
616935,"FAS-ASSOCIATED FACTOR FAMILY, MEMBER 2"
616934,"MEIOSIS-SPECIFIC PROTEIN WITH COILED-COIL DOMAIN"
112210,"MEMBRANE-SPANNING 4 DOMAINS, SUBFAMILY A, MEMBER 1"
146840,"IMMUNODEFICIENCY WITH DEFECTIVE LEUKOCYTE AND LYMPHOCYTE FUNCTION AND WITH RESPONSE TO HISTAMINE-1 ANTAGONIST"
229950,"FUCOSIDASE, ALPHA-L, 2"
609146,"RIC8, C. ELEGANS, HOMOLOG OF, A"
609147,"RIC8, C. ELEGANS, HOMOLOG OF, B"
609144,"FELINE LEUKEMIA VIRUS SUBGROUP C RECEPTOR 1"
609145,"NEUROFASCIN"
609142,"CARCINOEMBRYONIC ANTIGEN-RELATED CELL ADHESION MOLECULE 3"
609143,"OSTEOFIBROUS DYSPLASIA, SUSCEPTIBILITY TO"
609140,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 2"
609141,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 3"
609148,"MALARIA, MILD, SUSCEPTIBILITY TO"
609149,"SOLUTE CARRIER FAMILY 29 (MONOAMINE TRANSPORTER), MEMBER 4"
136830,"FUCOSIDASE REGULATOR"
136835,"FUCOSYLTRANSFERASE 5"
136836,"FUCOSYLTRANSFERASE 6"
604673,"MURINE RETROVIRUS INTEGRATION SITE 1, HOMOLOG OF"
604672,"CD209 ANTIGEN"
604671,"JUMPING TRANSLOCATION BREAKPOINT"
604670,"POLYCYSTIN AND SEA URCHIN REJ HOMOLOG-LIKE"
604677,"COL4A3-BINDING PROTEIN"
604676,"HLA COMPLEX P5 GENE"
604675,"PAIRED-RELATED HOMEOBOX GENE 2"
604674,"HAIRY/ENHANCER OF SPLIT-RELATED WITH YRPW MOTIF 2"
604679,"POLYADENYLATE-BINDING PROTEIN, CYTOPLASMIC, 1"
604678,"TRANSMEMBRANE 9 SUPERFAMILY, MEMBER 2"
612890,"LEUCINE-RICH REPEAT-CONTAINING PROTEIN 8D"
612891,"LEUCINE-RICH REPEAT-CONTAINING PROTEIN 8E"
234500,"HARTNUP DISORDER"
612893,"STATURE QUANTITATIVE TRAIT LOCUS 19"
612894,"STATURE QUANTITATIVE TRAIT LOCUS 20"
612895,"NUCLEOREDOXIN"
612896,"RAD52 MOTIF-CONTAINING PROTEIN 1"
612897,"SEPTIN 1"
612898,"COENZYME Q4, S. CEREVISIAE, HOMOLOG OF"
612899,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8"
268400,"ROTHMUND-THOMSON SYNDROME"
229500,"FRUCTOSE AND GALACTOSE INTOLERANCE"
147710,"INTUSSUSCEPTION"
607097,"SOLUTE CARRIER FAMILY 22 (ORGANIC ANION/CATION TRANSPORTER), MEMBER 11"
607094,"SUPPRESSOR OF CYTOKINE SIGNALING 5"
607095,"ANAUXETIC DYSPLASIA 1"
607092,"SPHINGOSINE KINASE 2"
607093,"5,10-METHYLENETETRAHYDROFOLATE REDUCTASE"
607090,"SYF2, S. CEREVISIAE, HOMOLOG OF"
607091,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IId"
607098,"ENOLASE ALPHA, LUNG-SPECIFIC"
607099,"MBD2-INTERACTING ZINC FINGER PROTEIN"
612768,"FOLLICULIN-INTERACTING PROTEIN 2"
612769,"NONCODING NUCLEAR-ENRICHED ABUNDANT TRANSCRIPT 1"
612762,"SUPPRESSOR OF TY 7-LIKE"
612763,"TRANSCRIPTIONAL ADAPTOR 1-LIKE"
612760,"SNF-RELATED KINASE"
612761,"SWI/SNF-RELATED, MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN, SUBFAMILY A, DEAD/H BOX-CONTAINING, 1"
612766,"BRISC AND BRCA1 A COMPLEX, MEMBER 1"
612767,"DEAH BOX POLYPEPTIDE 36"
612764,"ISY1 SPLICING FACTOR, S. CEREVISIAE, HOMOLOG OF"
612765,"SFI1, YEAST, HOMOLOG OF"
614399,"MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET"
614398,"KIAA1462 GENE"
301950,"BRANCHIAL ARCH SYNDROME, X-LINKED"
614391,"PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 3"
614390,"PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 2"
614393,"O-ACYL-ADP-RIBOSE DEACYLASE 1"
614392,"TUDOR DOMAIN-CONTAINING PROTEIN 3"
614395,"GRAFT-VERSUS-HOST DISEASE, SUSCEPTIBILITY TO"
614394,"INTRAFLAGELLAR TRANSPORT 20, CHLAMYDOMONAS, HOMOLOG OF: IFT20"
614397,"MAJOR FACILITATOR SUPERFAMILY DOMAIN-CONTAINING PROTEIN 2A"
186400,"SYNOSTOSES, TARSAL, CARPAL, AND DIGITAL"
607320,"RAS GUANYL NUCLEOTIDE-RELEASING PROTEIN 4"
607321,"ATPase, Na+/K+ TRANSPORTING, ALPHA-4 POLYPEPTIDE"
607322,"HYPERALPHALIPOPROTEINEMIA 1"
607323,"DUANE-RADIAL RAY SYNDROME"
607324,"POLYDACTYLY, POSTAXIAL, TYPE A3"
607325,"DEDICATOR OF CYTOKINESIS 9"
607326,"SMITH-MCCORT DYSPLASIA 1"
607327,"MUSCLEBLIND-LIKE SPLICING REGULATOR 2"
607328,"HEXAMETHYLENE BIS ACETAMIDE-INDUCIBLE PROTEIN 1"
607329,"HYPERTENSION, ESSENTIAL, SUSCEPTIBILITY TO, 3"
136300,"FLYNN-AIRD SYNDROME"
614643,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7"
614642,"START DOMAIN-CONTAINING PROTEIN 9"
614641,"LYSOSOME-ASSOCIATED MEMBRANE PROTEIN 5"
614640,"UV-SENSITIVE SYNDROME 3"
614647,"COQ6, S. CEREVISIAE, HOMOLOG OF"
614646,"MEAN PLATELET VOLUME QUANTITATIVE TRAIT LOCUS 6"
614645,"MEAN PLATELET VOLUME QUANTITATIVE TRAIT LOCUS 5"
614644,"MEAN PLATELET VOLUME QUANTITATIVE TRAIT LOCUS 4"
614649,"RING FINGER PROTEIN 170"
614648,"RALY-LIKE PROTEIN"
613389,"SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY, MEMBER 1C1"
613388,"FANCONI RENOTUBULAR SYNDROME 2"
613383,"ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 54"
613382,"BRACHYDACTYLY, TYPE E2"
613381,"CYSTATHIONINE BETA-SYNTHASE"
613380,"H6 FAMILY HOMEOBOX 3"
613387,"FATTY LIVER DISEASE, NONALCOHOLIC, SUSCEPTIBILITY TO, 2"
613386,"PROTEASOME MATURATION PROTEIN"
613385,"AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM"
613384,"CYCLIN L1"
602312,"HISTONE GENE CLUSTER 1, H1 HISTONE FAMILY, MEMBER B"
602313,"OVO-LIKE 1"
602310,"RNA-BINDING MOTIF PROTEIN, SINGLE STRAND-INTERACTING, 1"
602311,"AGOUTI-RELATED PROTEIN, MOUSE, HOMOLOG OF"
602316,"PEROXIREDOXIN 6"
602317,"SH3 AND CYSTEINE-RICH DOMAINS 1"
602314,"LADININ 1"
602315,"MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3"
602318,"TRANSCRIPTION TERMINATION FACTOR 1, MITOCHONDRIAL"
602319,"NEL-LIKE 1"
615240,"POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 15"
247640,"LYMPHOBLASTIC LEUKEMIA, ACUTE, WITH LYMPHOMATOUS FEATURES"
182410,"SNEDDON SYNDROME"
151465,"CHEMOKINE, CXC MOTIF, RECEPTOR 4"
131330,"PROENKEPHALIN"
615510,"ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME"
615511,"MYOPATHY DUE TO MYOADENYLATE DEAMINASE DEFICIENCY"
615512,"TRIOSEPHOSPHATE ISOMERASE DEFICIENCY"
615513,"IMMUNODEFICIENCY 14"
615514,"CYCLIN-DEPENDENT KINASE 12"
615515,"AMYOTROPHIC LATERAL SCLEROSIS 19"
615516,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38"
615517,"HEMOCHROMATOSIS, TYPE 5"
615518,"IMMUNODEFICIENCY 13"
615519,"TOM1-LIKE 2"
151460,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, C"
125660,"DESMIN"
617608,"ALPHA KINASE 3"
617609,"NEPHROTIC SYNDROME 15"
617602,"CONGENITAL HEART DEFECTS AND SKELETAL MALFORMATIONS SYNDROME"
617603,"RNA-BINDING MOTIF PROTEIN 24"
617600,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 45"
617601,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 46"
617606,"DEAFNESS, AUTOSOMAL DOMINANT 72"
617607,"AMELOGENESIS IMPERFECTA, TYPE IIIB"
617604,"MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES"
617605,"DEAFNESS, AUTOSOMAL DOMINANT 71"
134300,"FACIAL SPASM"
270710,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 41"
603953,"POTASSIUM INWARDLY-RECTIFYING CHANNEL, SUBFAMILY J, MEMBER 14"
603952,"DEVELOPMENTALLY REGULATED GTP-BINDING PROTEIN 1"
603951,"POTASSIUM CHANNEL, CALCIUM-ACTIVATED, LARGE CONDUCTANCE, SUBFAMILY M, BETA MEMBER 1"
603950,"N-DEACETYLASE/N-SULFOTRANSFERASE 3"
603957,"FLAVIN-CONTAINING MONOOXYGENASE 5"
603956,"CERVICAL CANCER"
603955,"FLAVIN-CONTAINING MONOOXYGENASE 2"
603954,"ZESTE-WHITE 10, DROSOPHILA, HOMOLOG OF"
603959,"CLAUDIN 16"
603958,"REGULATORY FACTOR X, 4"
117850,"CERVICAL HYPERTRICHOSIS WITH UNDERLYING KYPHOSCOLIOSIS"
136840,"FULL-LENGTH RETROVIRAL SEQUENCE 1"
189960,"TRACHEOESOPHAGEAL FISTULA WITH OR WITHOUT ESOPHAGEAL ATRESIA"
611529,"CYTOCHROME P450, FAMILY 2, SUBFAMILY S, POLYPEPTIDE 1"
611528,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 12"
611521,"IMMUNODEFICIENCY 35"
611520,"POLYMERASE DELTA-INTERACTING PROTEIN 3"
611523,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6"
611522,"INTRAOCULAR PRESSURE QUANTITATIVE TRAIT LOCUS"
611525,"POLYMERASE (DNA-DIRECTED), DELTA 4"
611524,"ARGINYL-tRNA SYNTHETASE 2"
611527,"Na+/H+ EXCHANGER DOMAIN-CONTAINING PROTEIN 1"
611526,"NOP14, S. CEREVISIAE, HOMOLOG OF"
300858,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 17"
300859,"COILED-COIL DOMAIN-CONTAINING PROTEIN 22"
300854,"RENAL CELL CARCINOMA, Xp11-ASSOCIATED"
300855,"OGDEN SYNDROME"
300856,"HYPOSPADIAS 4, X-LINKED, SUSCEPTIBILITY TO"
300857,"AMYOTROPHIC LATERAL SCLEROSIS 15 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA"
300850,"MENTAL RETARDATION, X-LINKED 90"
300851,"MENTAL RETARDATION, X-LINKED 92"
300852,"MENTAL RETARDATION, X-LINKED 88"
300853,"IMMUNODEFICIENCY, X-LINKED, WITH MAGNESIUM DEFECT, EPSTEIN-BARR VIRUS INFECTION, AND NEOPLASIA"
613608,"EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3"
613609,"HFE GENE"
613606,"FORSYTHE-WAKELING SYNDROME"
613607,"THYMOCYTE-EXPRESSED MOLECULE INVOLVED IN SELECTION"
613604,"CHROMOSOME 16p12.2-p11.2 DELETION SYNDROME, 7.1- TO 8.7-MB"
613605,"BBS PROTEIN COMPLEX-INTERACTING PROTEIN 1"
613602,"WD REPEAT-CONTAINING PROTEIN 35"
613603,"CHROMOSOME 4q32.1-q32.2 TRIPLICATION SYNDROME"
613600,"TORSADE DE POINTES, SHORT-COUPLED VARIANT"
606032,"SERINE/ARGININE REPETITIVE MATRIX PROTEIN 2"
314560,"VON WILLEBRAND DISEASE, X-LINKED FORM"
616286,"LETHAL CONGENITAL CONTRACTURE SYNDROME 7"
159991,"MYOGENIC FACTOR 6"
159990,"MYOGENIC FACTOR 5"
204100,"LEBER CONGENITAL AMAUROSIS 2"
259500,"OSTEOGENIC SARCOMA"
275230,"TIBIA, ABSENCE OF, WITH CONGENITAL DEAFNESS"
136590,"FRAGILE SITE 20p11"
245100,"RICHARDS-RUNDLE SYNDROME"
307000,"HYDROCEPHALUS DUE TO CONGENITAL STENOSIS OF AQUEDUCT OF SYLVIUS"
607594,"IMMUNODEFICIENCY, COMMON VARIABLE, 1"
244850,"PALMOPLANTAR KERATODERMA, NORRBOTTEN RECESSIVE TYPE"
108130,"ARTHROGRYPOSIS, DISTAL, TYPE 2B"
610995,"PRENYLCYSTEINE OXIDASE 1"
607598,"LETHAL CONGENITAL CONTRACTURE SYNDROME 2"
150341,"LAMIN B2"
150340,"LAMIN B1"
215480,"CHOROID PLEXUS CALCIFICATION AND MENTAL RETARDATION"
235000,"HEMIHYPERPLASIA, ISOLATED"
215150,"OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE"
191760,"URIDYL DIPHOSPHATE GLUCOSE PYROPHOSPHORYLASE 2"
210500,"BILIARY ATRESIA, EXTRAHEPATIC"
488000,"GROWTH CONTROL, Y-CHROMOSOME INFLUENCED"
305390,"EXUDATIVE VITREORETINOPATHY 2, X-LINKED"
118980,"CLAVICLE, PSEUDARTHROSIS OF, CONGENITAL"
609785,"TRANSCRIPTION FACTOR CP2-LIKE 1"
609786,"GRAINYHEAD-LIKE 1"
609787,"UBIQUITIN-ASSOCIATED PROTEIN 1"
609780,"CARBOXYPEPTIDASE, VITELLOGENIC-LIKE"
609781,"AORTIC ANEURYSM, FAMILIAL ABDOMINAL, 1"
609782,"AORTIC ANEURYSM, FAMILIAL ABDOMINAL, 2"
609783,"INTER-ALPHA-TRYPSIN INHIBITOR, HEAVY CHAIN 5"
121009,"CONNECTIVE TISSUE GROWTH FACTOR"
609788,"X-RAY RADIATION RESISTANCE-ASSOCIATED 1"
609789,"AQUAPORIN 12A"
310095,"MUSCULAR DYSTROPHY, PROGRESSIVE PECTORODORSAL"
600178,"MICROTUBULE-ASSOCIATED PROTEIN 1A"
600179,"GUANYLATE CYCLASE 2D, MEMBRANE"
600174,"PHOSPHATIDYLINOSITOL TRANSFER PROTEIN, ALPHA"
600175,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIII"
600176,"PACHYGYRIA WITH MENTAL RETARDATION, SEIZURES, AND ARACHNOID CYSTS"
600177,"PATATIN-LIKE PHOSPHOLIPASE DOMAIN-CONTAINING PROTEIN 4"
600170,"AQUAPORIN 3"
600171,"GONADAL AGENESIS"
600172,"METAL-REGULATORY TRANSCRIPTION FACTOR 1"
600173,"JANUS KINASE 3"
608789,"NCK-ASSOCIATED PROTEIN 5"
608788,"SUPPRESSOR OF CYTOKINE SIGNALING 7"
268240,"RHEUMATIC FEVER-RELATED ANTIGEN"
608782,"PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY"
608781,"ASPERGER SYNDROME, SUSCEPTIBILITY TO, 3"
608780,"GENERAL TRANSCRIPTION FACTOR IIH, POLYPEPTIDE 5"
608787,"OTOSCLEROSIS 5"
608786,"PYRUVATE CARBOXYLASE"
608785,"HTRA SERINE PEPTIDASE 3"
608784,"ZINC FINGER DHHC DOMAIN-CONTAINING PROTEIN 8"
192900,"VERTEBRAL HYPOPLASIA WITH LUMBAR KYPHOSIS"
243440,"ISOTRETINOIN EMBRYOPATHY-LIKE SYNDROME"
209970,"BEEMER LETHAL MALFORMATION SYNDROME"
151750,"LIPASE, HORMONE-SENSITIVE"
175700,"GREIG CEPHALOPOLYSYNDACTYLY SYNDROME"
144600,"HYPERLIPOPROTEINEMIA, TYPE IV"
188150,"THUMB DEFORMITY AND ALOPECIA"
193050,"VIBRATORY URTICARIA"
606439,"ATLASTIN GTPase 1"
606438,"HUNTINGTON DISEASE-LIKE 2"
606433,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A8"
606432,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A7"
606431,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A6"
606430,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A5"
606437,"SEIZURES, BENIGN FAMILIAL NEONATAL, 1"
606436,"SYNAPTOTAGMIN 12"
156400,"METAPHYSEAL CHONDRODYSPLASIA, JANSEN TYPE"
606434,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A9"
616719,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21"
616718,"NEURITE OUTGROWTH-ASSOCIATED PROTEIN"
616713,"PIPECOLIC ACID OXIDASE"
616712,"START DOMAIN-CONTAINING PROTEIN 7"
616711,"TAO KINASE 3"
616710,"PARKINSON DISEASE 22, AUTOSOMAL DOMINANT"
616717,"TESTIS-EXPRESSED GENE 10"
616716,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5"
616715,"THIOREDOXIN-RELATED TRANSMEMBRANE PROTEIN 2"
302950,"CHONDRODYSPLASIA PUNCTATA 1, X-LINKED RECESSIVE"
612409,"RNA-BINDING MOTIF PROTEIN 14"
612408,"PARASPECKLE COMPONENT 1"
608103,"ALG8, S. CEREVISIAE, HOMOLOG OF"
612403,"RAS-LIKE, FAMILY 11, MEMBER A"
612402,"ALS2 C-TERMINAL-LIKE PROTEIN"
612401,"OSTEOARTHRITIS SUSCEPTIBILITY 6"
612400,"OSTEOARTHRITIS SUSCEPTIBILITY 5"
612407,"REGULATOR OF G PROTEIN SIGNALING 21"
612406,"DYSTONIA 17, TORSION, AUTOSOMAL RECESSIVE"
612405,"ADP-RIBOSYLATION FACTOR-LIKE 9"
612404,"RAS-LIKE, FAMILY 11, MEMBER B"
150800,"HEREDITARY LEIOMYOMATOSIS AND RENAL CELL CANCER"
608102,"CLN5 GENE"
114090,"CALPASTATIN"
107930,"DOPA DECARBOXYLASE"
617048,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 21"
617049,"CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 5"
617040,"MICRO RNA 1231"
617041,"DUANE RETRACTION SYNDROME 3 WITH OR WITHOUT DEAFNESS"
617042,"GASDERMIN D"
617043,"RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 17"
617044,"SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS"
617045,"ZINC FINGER PROTEIN 703"
617046,"SPASTIC PARAPLEGIA 77, AUTOSOMAL RECESSIVE"
617047,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 26"
230700,"TAY-SACHS DISEASE"
186880,"T-CELL RECEPTOR ALPHA CHAIN CONSTANT REGION"
253800,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 4"
308960,"LEUKEMIA, ACUTE, ?X-LINKED"
602848,"BROMODOMAIN-CONTAINING PROTEIN 8"
602849,"MUENKE SYNDROME"
602846,"UBIQUITIN-CONJUGATING ENZYME E2K"
602847,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER C"
602844,"RHO GDP-DISSOCIATION INHIBITOR GAMMA"
602845,"KINESIN FAMILY MEMBER 3C"
602842,"GEMININ"
602843,"RHO GDP-DISSOCIATION INHIBITOR BETA"
602840,"TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY, MEMBER 7"
602841,"ALDEHYDE OXIDASE 1"
261500,"EOSINOPHIL PEROXIDASE DEFICIENCY"
128230,"DYSTONIA, DOPA-RESPONSIVE"
600998,"GUANINE NUCLEOTIDE-BINDING PROTEIN, Q POLYPEPTIDE"
600999,"MYC-ASSOCIATED ZINC FINGER PROTEIN"
600996,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 2"
600997,"EPHRIN RECEPTOR EphB2"
600994,"DEAFNESS, AUTOSOMAL DOMINANT 5"
600995,"NEPHROTIC SYNDROME, TYPE 2"
600992,"MICROPHTHALMIA, SYNDROMIC 3"
600993,"MOTHERS AGAINST DECAPENTAPLEGIC, DROSOPHILA, HOMOLOG OF, 4"
600990,"BLEPHAROCHEILODONTIC SYNDROME 1"
600991,"HYDROCEPHALUS, SPRENGEL ANOMALY, AND COSTOVERTEBRAL DYSPLASIA"
605319,"6-PHOSPHOFRUCTO-2-KINASE/FRUCTOSE-2,6-BISPHOSPHATASE 3"
153860,"MACULAR DYSTROPHY, PATTERNED, 1"
103100,"ADIE PUPIL"
605313,"RNA-BINDING MOTIF PROTEIN 8A"
605312,"GROWTH/DIFFERENTIATION FACTOR 15"
605311,"EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1"
605310,"COILED-COIL ALPHA-HELICAL ROD PROTEIN 1"
605317,"FORKHEAD BOX P2"
605316,"DEAFNESS, AUTOSOMAL RECESSIVE 8"
605315,"HISTONE DEACETYLASE 5"
612002,"DEP DOMAIN-CONTAINING PROTEIN 1"
605903,"PDZ AND LIM DOMAIN PROTEIN 7"
232200,"GLYCOGEN STORAGE DISEASE Ia"
614678,"PONTOCEREBELLAR HYPOPLASIA, TYPE 1B"
606647,"CENTAURIN, DELTA-3"
104776,"AMYLOID BETA A4 PRECURSOR-LIKE PROTEIN 2"
104775,"AMYLOID BETA A4 PRECURSOR-LIKE PROTEIN 1"
614023,"PHOSPHOSERINE PHOSPHATASE DEFICIENCY"
614022,"ATRIAL FIBRILLATION, FAMILIAL, 10"
